time,ax,ay,az,wx,wy,wz,latitude,longitude,altitude,speed
2026-02-05T09:54:16.582Z,-0.5359,0.0593,-0.3042,-0.0361,-0.0406,-0.0025,28.414032600000002,76.92515531666666,222.0000,1.8006
2026-02-05T09:54:16.591Z,-0.3175,-0.1075,0.6234,0.0026,0.0021,0.0018,28.414032600000002,76.92515531666666,222.0000,1.8006
2026-02-05T09:54:16.601Z,-0.1812,0.0238,0.8757,0.0041,-0.0242,0.0063,28.414032600000002,76.92515531666666,222.0000,1.8006
2026-02-05T09:54:16.611Z,-0.2461,0.1223,-0.4512,-0.0160,-0.0273,-0.0024,28.414032600000002,76.92515531666666,222.0000,1.8006
2026-02-05T09:54:16.621Z,-0.1827,0.2700,-0.1856,-0.0104,-0.0309,0.0034,28.414032600000002,76.92515531666666,222.0000,1.8006
2026-02-05T09:54:16.631Z,-0.0718,0.5330,0.2714,-0.0024,-0.0157,0.0026,28.414032600000002,76.92515531666666,222.0000,1.8006
2026-02-05T09:54:16.641Z,0.0626,-0.0334,-0.1515,-0.0121,-0.0263,0.0008,28.414032600000002,76.92515531666666,222.0000,1.8006
2026-02-05T09:54:16.651Z,-0.2072,0.0512,-0.2193,-0.0070,-0.0498,0.0122,28.414032600000002,76.92515531666666,222.0000,1.8006
2026-02-05T09:54:16.661Z,-0.2652,-0.1307,-0.1018,-0.0269,-0.0043,-0.0003,28.414032600000002,76.92515531666666,222.0000,1.8006
2026-02-05T09:54:16.672Z,-0.3172,0.0831,-0.0937,0.0059,-0.0951,0.0108,28.414032600000002,76.92515531666666,222.0000,1.8006
2026-02-05T09:54:16.681Z,0.0424,0.0970,0.2039,-0.0154,0.0052,0.0067,28.414032600000002,76.92515531666666,222.0000,1.8006
2026-02-05T09:54:16.691Z,0.0935,0.2428,0.3883,0.0161,-0.0408,0.0032,28.414032600000002,76.92515531666666,222.0000,1.8006
2026-02-05T09:54:16.701Z,0.4351,0.0660,-0.1001,-0.0042,-0.0215,0.0117,28.414032600000002,76.92515531666666,222.0000,1.8006
2026-02-05T09:54:16.711Z,-0.2517,0.1540,-0.3154,-0.0093,-0.0505,-0.0026,28.414032600000002,76.92515531666666,222.0000,1.8006
2026-02-05T09:54:16.723Z,0.3365,0.3994,0.0615,0.0106,-0.0230,0.0081,28.414032600000002,76.92515531666666,222.0000,1.8006
2026-02-05T09:54:16.731Z,0.1696,0.1092,0.0277,-0.0004,0.0040,0.0054,28.414032600000002,76.92515531666666,222.0000,1.8006
2026-02-05T09:54:16.741Z,0.2094,0.0803,-0.2874,0.0039,-0.0246,0.0107,28.414032600000002,76.92515531666666,222.0000,1.8006
2026-02-05T09:54:16.751Z,-0.3455,0.2060,-0.2055,-0.0162,-0.0096,-0.0082,28.414032600000002,76.92515531666666,222.0000,1.8006
2026-02-05T09:54:16.761Z,0.1221,0.1376,-0.2982,-0.0039,-0.0401,0.0075,28.414032600000002,76.92515531666666,222.0000,1.8006
2026-02-05T09:54:16.772Z,0.2079,-0.1446,0.0270,-0.0130,-0.0106,0.0068,28.414032600000002,76.92515531666666,222.0000,1.8006
2026-02-05T09:54:16.781Z,0.3317,0.0932,0.4364,0.0049,0.0192,0.0039,28.414032600000002,76.92515531666666,222.0000,1.8006
2026-02-05T09:54:16.793Z,0.3317,0.0932,0.4364,0.0184,0.0062,-0.0094,28.414032600000002,76.92515531666666,222.0000,1.8006
2026-02-05T09:54:16.801Z,0.0440,0.2762,-0.5084,-0.0191,-0.0493,-0.0003,28.41401576666666,76.92515806666667,222.0000,1.8006
2026-02-05T09:54:16.811Z,0.5064,0.0354,-0.0089,0.0061,0.0182,0.0004,28.41401576666666,76.92515806666667,222.0000,1.8006
2026-02-05T09:54:16.822Z,0.8397,0.0303,0.7655,0.0233,0.0215,0.0054,28.41401576666666,76.92515806666667,222.0000,1.8006
2026-02-05T09:54:16.831Z,0.3640,0.0521,-0.5149,-0.0215,0.0128,-0.0017,28.41401576666666,76.92515806666667,222.0000,1.8006
2026-02-05T09:54:16.841Z,-0.3804,-0.0135,-0.3434,0.0005,-0.0208,-0.0046,28.41401576666666,76.92515806666667,222.0000,1.8006
2026-02-05T09:54:16.851Z,0.0632,0.3456,0.3671,0.0064,-0.0008,-0.0095,28.41401576666666,76.92515806666667,222.0000,1.8006
2026-02-05T09:54:16.861Z,0.5626,-0.0276,-0.2154,-0.0144,0.0002,0.0071,28.41401576666666,76.92515806666667,222.0000,1.8006
2026-02-05T09:54:16.872Z,0.4903,-0.0902,0.0529,0.0068,0.0108,0.0119,28.41401576666666,76.92515806666667,222.0000,1.8006
2026-02-05T09:54:16.881Z,0.1347,0.1660,0.6028,0.0151,0.0305,-0.0001,28.41401576666666,76.92515806666667,222.0000,1.8006
2026-02-05T09:54:16.891Z,-0.0987,0.0325,-0.3120,0.0005,-0.0273,-0.0003,28.41401576666666,76.92515806666667,222.0000,1.8006
2026-02-05T09:54:16.901Z,0.0967,0.2053,-0.4159,-0.0014,0.0072,0.0055,28.41401576666666,76.92515806666667,222.0000,1.8006
2026-02-05T09:54:16.911Z,0.2719,0.2566,0.3543,-0.0003,0.0367,-0.0005,28.41401576666666,76.92515806666667,222.0000,1.8006
2026-02-05T09:54:16.922Z,0.3343,0.1289,0.1303,0.0142,0.0110,0.0041,28.41401576666666,76.92515806666667,222.0000,1.8006
