time,ax,ay,az,wx,wy,wz,latitude,longitude,altitude,speed
2026-02-05T09:55:23.150Z,-0.0864,0.0694,0.5301,0.0147,0.0220,0.0136,28.412660216666666,76.92560870000001,0.0000,1.0289
2026-02-05T09:55:23.159Z,0.1430,0.2646,0.8983,0.0327,0.0320,0.0080,28.412660216666666,76.92560870000001,0.0000,1.0289
2026-02-05T09:55:23.169Z,0.1675,0.1043,-0.9009,-0.0516,0.0296,0.0249,28.412660216666666,76.92560870000001,0.0000,1.0289
2026-02-05T09:55:23.179Z,0.4207,-0.0020,-0.5243,-0.0300,0.0707,0.0203,28.412660216666666,76.92560870000001,0.0000,1.0289
2026-02-05T09:55:23.188Z,0.0695,0.1649,1.3583,0.0556,0.0225,0.0106,28.412660216666666,76.92560870000001,0.0000,1.0289
2026-02-05T09:55:23.199Z,-0.1879,0.4464,0.0293,-0.0298,0.0309,0.0120,28.412660216666666,76.92560870000001,0.0000,1.0289
2026-02-05T09:55:23.209Z,0.0254,-0.0188,-1.0808,-0.0551,0.0479,0.0170,28.412660216666666,76.92560870000001,0.0000,1.0289
2026-02-05T09:55:23.219Z,0.2215,-0.0700,1.1890,0.0367,0.0329,0.0188,28.412660216666666,76.92560870000001,0.0000,1.0289
2026-02-05T09:55:23.229Z,0.0545,0.3712,1.1011,0.0324,0.0414,0.0113,28.412660216666666,76.92560870000001,0.0000,1.0289
2026-02-05T09:55:23.240Z,-0.0369,-0.1378,-1.0313,-0.0328,0.0302,0.0173,28.412660216666666,76.92560870000001,0.0000,1.0289
2026-02-05T09:55:23.249Z,0.0669,-0.0489,-0.2615,0.0004,0.0377,0.0203,28.412660216666666,76.92560870000001,0.0000,1.0289
2026-02-05T09:55:23.259Z,0.2472,0.1331,1.0163,0.0513,0.0434,0.0143,28.412660216666666,76.92560870000001,0.0000,1.0289
2026-02-05T09:55:23.269Z,0.0947,0.3088,-0.1071,0.0179,0.0396,0.0203,28.412660216666666,76.92560870000001,0.0000,1.0289
2026-02-05T09:55:23.278Z,-0.2104,-0.0876,-1.1166,-0.0370,0.0456,0.0254,28.412660216666666,76.92560870000001,0.0000,1.0289
2026-02-05T09:55:23.289Z,0.0288,0.0408,0.5332,0.0440,0.0287,0.0221,28.412660216666666,76.92560870000001,0.0000,1.0289
2026-02-05T09:55:23.299Z,0.0122,0.3031,1.0436,0.0536,0.0337,0.0189,28.412660216666666,76.92560870000001,0.0000,1.0289
2026-02-05T09:55:23.309Z,0.2034,0.2349,-0.5498,-0.0102,0.0474,0.0331,28.412660216666666,76.92560870000001,0.0000,1.0289
2026-02-05T09:55:23.323Z,-0.2269,-0.0020,-0.3488,0.0006,0.0250,0.0350,28.412660216666666,76.92560870000001,0.0000,1.0289
2026-02-05T09:55:23.329Z,-0.0681,0.2573,1.5085,0.0968,0.0190,0.0145,28.412660216666666,76.92560870000001,0.0000,1.0289
2026-02-05T09:55:23.339Z,-0.0162,0.5428,0.2785,0.0319,0.0140,0.0384,28.412660216666666,76.92560870000001,0.0000,1.0289
2026-02-05T09:55:23.349Z,-0.0115,0.3444,-1.1414,-0.0037,0.0514,0.0298,28.412660216666666,76.92560870000001,0.0000,1.0289
2026-02-05T09:55:23.359Z,-0.1269,0.1707,0.2751,0.0519,-0.0031,0.0301,28.412660216666666,76.92560870000001,0.0000,1.0289
2026-02-05T09:55:23.371Z,-0.2068,0.6445,0.8973,0.0652,0.0366,0.0191,28.412660216666666,76.92560870000001,0.0000,1.0289
2026-02-05T09:55:23.379Z,-0.1121,-0.0050,-0.6685,-0.0019,0.0190,0.0301,28.412660216666666,76.92560870000001,0.0000,1.0289
2026-02-05T09:55:23.393Z,-0.4225,0.0121,-0.4788,0.0017,0.0105,0.0283,28.412660216666666,76.92560870000001,0.0000,1.0289
2026-02-05T09:55:23.399Z,-0.2095,-0.0930,1.1020,0.0617,0.0222,0.0162,28.412660216666666,76.92560870000001,0.0000,1.0289
2026-02-05T09:55:23.408Z,0.0356,0.1777,0.8849,0.0555,0.0068,0.0160,28.412660216666666,76.92560870000001,0.0000,1.0289
2026-02-05T09:55:23.421Z,-0.1483,0.1260,-0.7613,-0.0160,0.0344,0.0205,28.412660216666666,76.92560870000001,0.0000,1.0289
2026-02-05T09:55:23.429Z,-0.4325,-0.0370,-0.0071,0.0282,-0.0116,0.0165,28.412660216666666,76.92560870000001,0.0000,1.0289
2026-02-05T09:55:23.438Z,-0.1935,0.1913,1.3261,0.0862,0.0123,-0.0072,28.412660216666666,76.92560870000001,0.0000,1.0289
2026-02-05T09:55:23.449Z,-0.0017,0.1106,-0.3421,-0.0015,-0.0160,0.0059,28.412660216666666,76.92560870000001,0.0000,1.0289
2026-02-05T09:55:23.458Z,0.0147,-0.2139,-1.1333,-0.0195,0.0177,0.0045,28.412660216666666,76.92560870000001,0.0000,1.0289
2026-02-05T09:55:23.471Z,0.0959,0.0191,0.8794,0.0631,-0.0061,-0.0124,28.412660216666666,76.92560870000001,0.0000,1.0289
2026-02-05T09:55:23.479Z,-0.1534,0.3032,0.4739,0.0274,-0.0174,-0.0111,28.412660216666666,76.92560870000001,0.0000,1.0289
2026-02-05T09:55:23.488Z,-0.2528,-0.0985,-1.1853,-0.0391,-0.0090,-0.0094,28.412660216666666,76.92560870000001,0.0000,1.0289
2026-02-05T09:55:23.499Z,0.1099,0.0866,0.1787,0.0126,-0.0149,-0.0127,28.412660216666666,76.92560870000001,0.0000,1.0289
2026-02-05T09:55:23.508Z,-0.1381,0.5147,1.3091,0.0456,-0.0227,-0.0127,28.412660216666666,76.92560870000001,0.0000,1.0289
2026-02-05T09:55:23.522Z,-0.2797,0.4171,-0.1487,0.0028,-0.0235,-0.0167,28.412660216666666,76.92560870000001,0.0000,1.0289
2026-02-05T09:55:23.529Z,-0.2500,0.4805,-0.7549,-0.0230,-0.0447,-0.0149,28.412660216666666,76.92560870000001,0.0000,1.0289
2026-02-05T09:55:23.539Z,-0.1436,0.7588,0.2385,0.0318,-0.0571,-0.0187,28.412660216666666,76.92560870000001,0.0000,1.0289
2026-02-05T09:55:23.549Z,0.3799,0.5143,0.3349,0.0360,-0.0068,-0.0157,28.412660216666666,76.92560870000001,0.0000,1.0289
2026-02-05T09:55:23.559Z,-0.2240,0.6795,-1.2091,-0.0353,-0.0593,-0.0091,28.412660216666666,76.92560870000001,0.0000,1.0289
2026-02-05T09:55:23.571Z,-0.5765,0.6642,-0.9644,-0.0242,-0.0494,-0.0213,28.412660216666666,76.92560870000001,0.0000,1.0289
2026-02-05T09:55:23.578Z,-0.2566,0.8500,0.7065,0.0418,-0.0741,-0.0138,28.412660216666666,76.92560870000001,0.0000,1.0289
2026-02-05T09:55:23.589Z,-0.3414,0.8522,-0.3224,-0.0107,-0.0494,-0.0142,28.412660216666666,76.92560870000001,0.0000,1.0289
2026-02-05T09:55:23.599Z,-0.5248,0.7834,-1.2967,-0.0352,-0.0814,-0.0100,28.412660216666666,76.92560870000001,0.0000,1.0289
2026-02-05T09:55:23.609Z,-0.8720,1.1971,0.1601,0.0352,-0.0914,-0.0150,28.412660216666666,76.92560870000001,0.0000,1.0289
2026-02-05T09:55:23.620Z,-0.4501,1.0711,0.0164,0.0165,-0.1019,-0.0121,28.412660216666666,76.92560870000001,0.0000,1.0289
2026-02-05T09:55:23.629Z,-0.5559,0.8996,-1.5676,-0.0258,-0.0883,-0.0059,28.412660216666666,76.92560870000001,0.0000,1.0289
2026-02-05T09:55:23.639Z,-0.6958,1.0930,-0.9571,0.0047,-0.1268,-0.0123,28.412660216666666,76.92560870000001,0.0000,1.0289
2026-02-05T09:55:23.648Z,-0.5734,1.2388,-0.3934,0.0116,-0.1094,-0.0179,28.412660216666666,76.92560870000001,0.0000,1.0289
2026-02-05T09:55:23.659Z,-0.5693,0.8984,-1.1499,-0.0096,-0.1244,-0.0074,28.412660216666666,76.92560870000001,0.0000,1.0289
2026-02-05T09:55:23.670Z,-0.7848,1.0532,-1.1678,-0.0224,-0.1319,-0.0042,28.412660216666666,76.92560870000001,0.0000,1.0289
2026-02-05T09:55:23.679Z,-0.7260,1.1619,-0.3298,0.0053,-0.1343,-0.0111,28.412660216666666,76.92560870000001,0.0000,1.0289
2026-02-05T09:55:23.689Z,-0.7735,0.7690,-0.3658,0.0006,-0.1577,-0.0030,28.412660216666666,76.92560870000001,0.0000,1.0289
2026-02-05T09:55:23.698Z,-0.7023,0.9121,-0.9344,-0.0208,-0.1451,-0.0027,28.412660216666666,76.92560870000001,0.0000,1.0289
2026-02-05T09:55:23.710Z,-0.4978,1.1597,-0.6469,-0.0041,-0.1687,-0.0070,28.412660216666666,76.92560870000001,0.0000,1.0289
2026-02-05T09:55:23.719Z,-0.3653,1.1480,-0.3650,-0.0022,-0.1581,-0.0030,28.412660216666666,76.92560870000001,0.0000,1.0289
2026-02-05T09:55:23.728Z,-0.2269,1.0188,-0.6567,-0.0233,-0.1697,0.0027,28.412660216666666,76.92560870000001,0.0000,1.0289
2026-02-05T09:55:23.741Z,-0.1404,0.9655,-0.2903,-0.0071,-0.1753,-0.0011,28.412660216666666,76.92560870000001,0.0000,1.0289
2026-02-05T09:55:23.749Z,0.0662,1.0034,-0.0143,-0.0124,-0.1532,0.0019,28.412660216666666,76.92560870000001,0.0000,1.0289
